filename,label
images/benign (33).png,benign
images/benign (200).png,benign
images/benign (309).png,benign
images/benign (105).png,benign
images/normal (57).png,benign
images/benign (338).png,benign
images/malignant (140).png,malignant
images/normal (14).png,benign
images/malignant (148).png,malignant
images/normal (8).png,benign
images/normal (80).png,benign
images/benign (389).png,benign
images/malignant (102).png,malignant
images/benign (201).png,benign
images/normal (116).png,benign
images/malignant (2).png,malignant
images/malignant (8).png,malignant
images/benign (275).png,benign
images/normal (121).png,benign
images/benign (14).png,benign
images/normal (49).png,benign
images/benign (401).png,benign
images/malignant (192).png,malignant
images/benign (83).png,benign
images/normal (25).png,benign
