filename,label
images/benign (103).png,benign
images/benign (407).png,benign
images/malignant (7).png,malignant
images/normal (98).png,benign
images/benign (292).png,benign
images/benign (259).png,benign
images/benign (136).png,benign
images/benign (76).png,benign
images/benign (119).png,benign
images/benign (187).png,benign
images/normal (54).png,benign
images/benign (3).png,benign
images/benign (416).png,benign
images/benign (406).png,benign
images/malignant (54).png,malignant
images/normal (113).png,benign
images/benign (206).png,benign
images/benign (165).png,benign
images/benign (62).png,benign
images/benign (179).png,benign
images/benign (235).png,benign
images/normal (31).png,benign
images/benign (308).png,benign
images/benign (395).png,benign
images/benign (17).png,benign
images/malignant (153).png,malignant
images/malignant (127).png,malignant
images/benign (288).png,benign
images/normal (132).png,benign
images/benign (74).png,benign
images/benign (437).png,benign
images/benign (18).png,benign
images/benign (422).png,benign
images/normal (39).png,benign
images/malignant (210).png,malignant
images/benign (128).png,benign
images/malignant (80).png,malignant
images/normal (30).png,benign
images/benign (95).png,benign
images/benign (196).png,benign
images/normal (74).png,benign
images/benign (170).png,benign
images/benign (281).png,benign
images/normal (75).png,benign
images/benign (351).png,benign
images/normal (12).png,benign
images/benign (305).png,benign
images/normal (131).png,benign
images/malignant (198).png,malignant
images/benign (113).png,benign
images/normal (94).png,benign
images/malignant (126).png,malignant
images/normal (82).png,benign
images/benign (357).png,benign
images/malignant (151).png,malignant
images/benign (73).png,benign
images/malignant (38).png,malignant
images/normal (102).png,benign
images/benign (110).png,benign
images/benign (347).png,benign
images/benign (397).png,benign
images/benign (150).png,benign
images/normal (48).png,benign
images/benign (403).png,benign
images/benign (276).png,benign
images/benign (147).png,benign
images/malignant (157).png,malignant
images/benign (188).png,benign
images/normal (68).png,benign
images/benign (334).png,benign
images/malignant (167).png,malignant
images/malignant (37).png,malignant
images/malignant (196).png,malignant
images/normal (86).png,benign
images/benign (413).png,benign
images/benign (157).png,benign
images/benign (244).png,benign
images/normal (126).png,benign
images/malignant (112).png,malignant
images/benign (322).png,benign
images/normal (32).png,benign
images/benign (401).png,benign
images/benign (135).png,benign
images/malignant (47).png,malignant
images/malignant (165).png,malignant
images/benign (41).png,benign
images/benign (193).png,benign
images/malignant (124).png,malignant
images/benign (233).png,benign
images/benign (89).png,benign
images/benign (419).png,benign
images/normal (43).png,benign
images/normal (127).png,benign
images/benign (45).png,benign
images/benign (365).png,benign
images/malignant (2).png,malignant
images/benign (100).png,benign
images/benign (142).png,benign
images/malignant (136).png,malignant
images/benign (39).png,benign
images/malignant (207).png,malignant
images/malignant (73).png,malignant
images/benign (155).png,benign
images/normal (40).png,benign
images/malignant (62).png,malignant
images/normal (111).png,benign
images/benign (8).png,benign
images/benign (231).png,benign
images/benign (200).png,benign
images/malignant (181).png,malignant
images/malignant (94).png,malignant
images/benign (338).png,benign
images/benign (324).png,benign
images/benign (242).png,benign
images/benign (26).png,benign
images/benign (32).png,benign
images/normal (38).png,benign
images/malignant (122).png,malignant
images/malignant (81).png,malignant
images/normal (79).png,benign
images/benign (116).png,benign
images/benign (220).png,benign
images/benign (186).png,benign
images/benign (207).png,benign
images/normal (21).png,benign
images/benign (97).png,benign
images/malignant (78).png,malignant
images/normal (123).png,benign
images/malignant (148).png,malignant
images/normal (95).png,benign
images/normal (16).png,benign
images/benign (208).png,benign
images/malignant (164).png,malignant
images/benign (202).png,benign
images/normal (56).png,benign
images/malignant (66).png,malignant
images/malignant (208).png,malignant
images/benign (316).png,benign
images/normal (80).png,benign
images/benign (218).png,benign
images/normal (45).png,benign
images/benign (353).png,benign
images/malignant (76).png,malignant
images/benign (328).png,benign
images/normal (83).png,benign
